Rent_price,Bedrooms,Square_meters,Garage,Bathrooms,City,Neighborhood
4.000,4,106,2,5,Uberlândia,Jardim Karaíba
700,2,50,0,2,Uberlândia,Osvaldo Rezende
2.800,3,160,2,2,Uberlândia,Tubalina
1.000,2,50,0,1,Uberlândia,Granada
12.000,3,200,2,3,Uberlândia,Jardim das Palmeiras
2.300,3,179,2,2,Uberlândia,Presidente Roosevelt
5.500,3,241,2,2,Uberlândia,Cidade Jardim
1.150,2,67,1,1,Uberlândia,Jardim das Palmeiras
3.500,3,70,2,2,Uberlândia,Nossa Senhora Aparecida
2.450,3,220,3,2,Uberlândia,Santa Rosa
4.200,3,300,4,4,Uberlândia,Fundinho
1.200,2,70,0,1,Uberlândia,Alto Umuarama
200.000,2,,1,2,Uberlândia,Dona Zulmira
6.000,3,250,3,3,Uberlândia,Jardim Karaíba
1.150,2,55,1,1,Uberlândia,Presidente Roosevelt
4.900,3,270,4,3,Uberlândia,Santa Mônica
15.000,4,360,4,5,Uberlândia,Jardim Karaíba
2.000,3,180,1,3,Uberlândia,Brasil
1.100,3,110,2,1,Uberlândia,Brasil
650,1,40,0,1,Uberlândia,Santa Mônica
5.000,4,300,4,2,Uberlândia,Fundinho
5.000,4,300,2,2,Uberlândia,Cazeca
6.000,3,300,1,3,Uberlândia,Vigilato Pereira
3.500,5,250,1,1,Uberlândia,Martins
850,2,49,0,1,Uberlândia,Tibery
1.000,2,59,1,1,Uberlândia,Tubalina
3.500,4,167,3,3,Uberlândia,Alto Umuarama
1.800,3,220,2,2,Uberlândia,Segismundo Pereira
8.500,3,352,4,4,Uberlândia,Vigilato Pereira
3.800,3,180,3,3,Uberlândia,Segismundo Pereira
5.500,5,280,4,5,Uberlândia,Tabajaras
2.600,3,170,3,3,Uberlândia,Santa Rosa
5.500,5,280,4,5,Uberlândia,Tabajaras
6.000,3,240,2,3,Uberlândia,Jardim Karaíba
2.600,3,150,2,2,Uberlândia,Jardim Europa
5.800,3,260,2,4,Uberlândia,Cidade Jardim
4.000,3,218,2,3,Uberlândia,Segismundo Pereira
2.500,3,130,1,1,Uberlândia,Novo Mundo
2.400,3,140,2,1,Uberlândia,Cidade Jardim
9.500,4,210,2,4,Uberlândia,Jardim Botânico
1.400,3,60,2,1,Uberlândia,Santa Mônica
8.000,3,210,4,4,Uberlândia,Grand Ville
0,1,,1,1,Uberlândia,Maravilha
2.800,3,170,4,3,Uberlândia,Granada
10.000,4,552,4,5,Uberlândia,Morada da Colina
6.800,3,350,2,3,Uberlândia,Lídice
1.900,3,56,1,1,Uberlândia,Presidente Roosevelt
1.100,3,65,1,1,Uberlândia,Santa Luzia
650,1,35,0,1,Uberlândia,Lídice
500,3,,5,4,Uberlândia,Morumbi
3.500,3,96,1,3,Uberlândia,Jardim Karaíba
880,2,60,1,1,Uberlândia,Presidente Roosevelt
1.800,3,125,2,2,Uberlândia,Brasil
1.000,2,110,2,1,Uberlândia,Morumbi
3.900,3,132,2,2,Uberlândia,Jardim Karaíba
2.400,3,140,3,2,Uberlândia,Cidade Jardim
3.700,3,106,2,1,Uberlândia,Jardim Karaíba
2.600,3,150,2,2,Uberlândia,Jardim Europa
2.200,3,77,1,1,Uberlândia,Jardim Karaíba
250,2,80,1,1,Uberlândia,Saraiva
7.000,4,10,4,4,Uberlândia,Jardim Karaíba
7.000,3,250,4,5,Uberlândia,Cidade Jardim
790,2,50,1,1,Uberlândia,Brasil
1.000,2,55,1,1,Uberlândia,Martins
6.800,3,380,4,1,Uberlândia,Lídice
4.000,4,337,4,4,Uberlândia,Umuarama
3.500,3,160,2,2,Uberlândia,Cidade Jardim
3.500,3,160,2,2,Uberlândia,Cidade Jardim
3.000,3,189,2,2,Uberlândia,Santa Mônica
10.000,3,209,2,4,Uberlândia,Jardim Botânico
12.000,4,416,3,5,Uberlândia,Morada da Colina
12.000,4,416,3,5,Uberlândia,Morada da Colina
10.000,3,209,2,4,Uberlândia,Jardim Botânico
5.500,4,280,4,1,Uberlândia,Tabajaras
10.000,3,210,2,4,Uberlândia,Jardim Botânico
5.000,3,147,2,2,Uberlândia,Santa Mônica
2.100,3,65,1,1,Uberlândia,Umuarama
1.150,3,60,1,1,Uberlândia,Santa Mônica
4.500,4,280,4,2,Uberlândia,Lídice
700,1,,0,1,Uberlândia,Presidente Roosevelt
22.000,5,650,4,5,Uberlândia,Jardim Karaíba
22.000,5,650,4,5,Uberlândia,Jardim Karaíba
3.000,3,150,4,1,Uberlândia,Pampulha
2.500,3,162,2,3,Uberlândia,Santa Mônica
1.400,2,119,2,1,Uberlândia,Martins
3.750,3,250,5,3,Uberlândia,Santa Mônica
3.000,3,230,2,3,Uberlândia,Pampulha
3.300,3,125,5,3,Uberlândia,Presidente Roosevelt
3.000,4,200,3,3,Uberlândia,Umuarama
7.800,4,315,2,4,Uberlândia,Aclimação
1.100,2,65,3,1,Uberlândia,Luizote de Freitas
1.100,3,60,1,1,Uberlândia,Marta Helena
1.200,2,60,1,1,Uberlândia,Brasil
1.000,2,70,0,1,Uberlândia,Nossa Senhora das Graças
14.300,3,213,3,3,Uberlândia,Granja Marileusa
4.000,3,218,0,1,Uberlândia,Segismundo Pereira
4.500,5,200,2,4,Uberlândia,Fundinho
12.000,3,221,4,5,Uberlândia,Laranjeiras
1.200,3,80,2,1,Uberlândia,Tubalina
1.700,3,150,2,2,Uberlândia,Martins
2.500,3,100,4,3,Uberlândia,Jardim Brasília
3.600,3,223,1,2,Uberlândia,Vigilato Pereira
3.500,3,200,2,2,Uberlândia,Tabajaras
6.000,4,370,4,4,Uberlândia,Tabajaras
3.000,2,90,3,3,Uberlândia,Santa Mônica
900,2,70,1,1,Uberlândia,Brasil
4.500,3,220,3,1,Uberlândia,Segismundo Pereira
6.000,4,241,2,2,Uberlândia,Jardim Karaíba
14.300,3,213,3,3,Uberlândia,Granja Marileusa
22.000,5,650,4,5,Uberlândia,Jardim Karaíba
790,2,60,1,1,Uberlândia,Segismundo Pereira
10.500,4,300,2,1,Uberlândia,Nova Uberlândia
3.000,3,300,2,3,Uberlândia,Santa Mônica
14.300,2,220,3,4,Uberlândia,Granja Marileusa
3.900,3,132,1,2,Uberlândia,Jardim Karaíba
2.600,3,165,0,3,Uberlândia,Santa Mônica
,4,,2,4,Uberlândia,Residencial Integração
6.000,2,250,3,3,Uberlândia,Vigilato Pereira
27.000,5,830,5,1,Uberlândia,Cidade Jardim
2.380,3,70,2,3,Uberlândia,Jardim Karaíba
1.250,3,90,1,1,Uberlândia,Santa Mônica
2.600,3,200,2,2,Uberlândia,Granada
6.000,3,240,3,1,Uberlândia,Jardim Karaíba
1.350,3,159,2,2,Uberlândia,Jaraguá
4.800,3,301,4,3,Uberlândia,Saraiva
900,4,120,3,2,Uberlândia,Fundinho
3.500,3,146,2,2,Uberlândia,Jardim Europa
12.000,4,416,3,5,Uberlândia,Morada da Colina
4.500,3,122,2,3,Uberlândia,Bosque dos Buritis
1.650,3,117,1,3,Uberlândia,Fundinho
2.800,3,180,4,1,Uberlândia,Lídice
1.200,1,70,2,1,Uberlândia,Jardim das Palmeiras
3.500,3,180,2,2,Uberlândia,Morada da Colina
14.000,3,230,4,4,Uberlândia,Granja Marileusa
9.000,3,197,2,5,Uberlândia,Jardim Botânico
3.500,3,180,2,2,Uberlândia,Jardim Europa
2.800,3,150,3,2,Uberlândia,Granada
4.500,3,210,2,3,Uberlândia,Custódio Pereira
3.000,4,190,4,4,Uberlândia,Santa Rosa
1.200,3,100,1,2,Uberlândia,Brasil
3.500,3,130,3,2,Uberlândia,Osvaldo Rezende
2.600,2,150,2,2,Uberlândia,Jardim Europa
2.200,3,122,3,2,Uberlândia,Daniel Fonseca
900,4,220,3,2,Uberlândia,Fundinho
3.000,3,189,2,1,Uberlândia,Santa Mônica
1.500,3,120,2,1,Uberlândia,Copacabana
1.800,3,110,2,1,Uberlândia,Saraiva
6.500,3,400,5,5,Uberlândia,Cidade Jardim
2.000,2,160,5,1,Uberlândia,Jardim Colina
3.500,3,323,1,3,Uberlândia,Lídice
1.400,2,70,1,1,Uberlândia,Martins
1.000,2,90,3,1,Uberlândia,Morumbi
8.000,4,240,3,5,Uberlândia,Cidade Jardim
4.000,4,106,2,5,Uberlândia,Jardim Karaíba
5.500,3,235,3,4,Uberlândia,Cidade Jardim
12.000,3,230,4,4,Uberlândia,Granja Marileusa
13.000,5,560,1,3,Uberlândia,Morada do Sol
2.500,3,90,1,2,Uberlândia,Novo Mundo
1.800,3,160,2,2,Uberlândia,Brasil
7.000,3,200,2,4,Uberlândia,Novo Mundo
12.000,3,230,4,4,Uberlândia,Granja Marileusa
5.900,3,280,2,1,Uberlândia,Lídice
1.520,2,70,1,2,Uberlândia,Minas Gerais
11.000,1,100,0,2,Uberlândia,Centro
4.800,3,525,4,4,Uberlândia,Saraiva
2.500,4,150,2,5,Uberlândia,Cazeca
1.690,3,140,1,2,Uberlândia,Granada
3.500,3,190,1,2,Uberlândia,Jardim Europa
5.000,3,288,4,4,Uberlândia,Cidade Jardim
3.400,3,140,4,2,Uberlândia,Cidade Jardim
6.500,4,290,3,4,Uberlândia,Jardim Europa
750,2,60,1,1,Uberlândia,Centro
4.000,3,250,2,3,Uberlândia,Centro
2.800,4,167,2,2,Uberlândia,Lídice
3.400,3,146,2,1,Uberlândia,Jardim Europa
8.000,4,320,5,4,Uberlândia,Tabajaras
2.800,3,150,5,1,Uberlândia,Jardim Botânico
3.000,3,100,2,3,Uberlândia,Segismundo Pereira
2.600,3,120,2,2,Uberlândia,Osvaldo Rezende
2.200,2,80,5,2,Uberlândia,Tibery
2.500,4,170,1,3,Uberlândia,Centro
3.500,3,146,1,2,Uberlândia,Jardim Europa
3.100,3,125,5,2,Uberlândia,Presidente Roosevelt
870,1,40,0,1,Uberlândia,Santa Mônica
3.500,3,243,3,4,Uberlândia,Tubalina
1.450,3,100,1,1,Uberlândia,Laranjeiras
3.800,5,180,0,1,Uberlândia,Santa Mônica
2.000,2,90,5,1,Uberlândia,Jardim Colina
3.000,4,180,3,3,Uberlândia,Umuarama
3.500,3,200,5,3,Uberlândia,Lídice
3.400,3,140,4,2,Uberlândia,Cidade Jardim
3.300,3,109,2,2,Uberlândia,Pampulha
1.700,2,69,2,1,Uberlândia,Segismundo Pereira
4.000,4,106,2,5,Uberlândia,Jardim Karaíba
1.490,3,117,1,1,Uberlândia,Bom Jesus
3.000,3,250,3,4,Uberlândia,Nossa Senhora Aparecida
5.500,3,185,3,1,Uberlândia,Vigilato Pereira
4.500,3,218,3,2,Uberlândia,Segismundo Pereira
4.200,4,260,4,3,Uberlândia,Segismundo Pereira
3.600,3,151,2,3,Uberlândia,Tubalina
1.500,3,100,2,2,Uberlândia,Presidente Roosevelt
6.000,3,290,2,4,Uberlândia,Jardim Europa
12.000,3,200,3,5,Uberlândia,Jardim Karaíba
9.500,1,306,0,3,Uberlândia,Fundinho
3.800,4,250,3,3,Uberlândia,Santa Mônica
750,1,46,1,1,Uberlândia,Martins
5.500,3,452,4,5,Uberlândia,Cidade Jardim
1.550,2,90,1,2,Uberlândia,Nova Uberlândia
2.000,2,90,0,1,Uberlândia,Jardim Colina
6.000,4,270,2,1,Uberlândia,Cazeca
11.000,3,347,4,1,Uberlândia,Jardim Karaíba
2.700,3,90,2,2,Uberlândia,Martins
5.200,3,380,5,3,Uberlândia,Saraiva
3.800,5,600,4,4,Uberlândia,Santa Mônica
4.000,4,180,4,3,Uberlândia,Daniel Fonseca
600,2,50,0,1,Uberlândia,Martins
1.500,3,80,3,1,Uberlândia,Osvaldo Rezende
1.290,2,70,0,2,Uberlândia,Cidade Jardim
2.900,4,160,1,2,Uberlândia,Bom Jesus
5.500,4,280,3,5,Uberlândia,Tabajaras
3.800,5,240,4,4,Uberlândia,Santa Mônica
3.500,3,160,2,2,Uberlândia,Cidade Jardim
3.000,3,150,0,3,Uberlândia,Fundinho
6.000,4,200,3,4,Uberlândia,Jardim Europa
1.850,3,182,1,1,Uberlândia,Martins
1.200,3,,1,1,Uberlândia,Osvaldo Rezende
1.800,2,140,2,1,Uberlândia,Nossa Senhora das Graças
2.500,3,180,5,2,Uberlândia,Jardim Brasília
14.300,3,213,2,4,Uberlândia,Granja Marileusa
3.500,3,198,2,2,Uberlândia,Bosque dos Buritis
4.500,3,193,2,3,Uberlândia,Custódio Pereira
3.000,3,180,2,2,Uberlândia,Brasil
4.500,4,350,2,5,Uberlândia,Umuarama
5.000,5,285,2,4,Uberlândia,Jardim Patrícia
14.500,4,347,3,5,Uberlândia,Gávea
8.000,3,262,4,3,Uberlândia,Jardim Karaíba
2.100,3,120,4,3,Uberlândia,Jardim das Palmeiras
15.500,4,480,2,5,Uberlândia,Morada da Colina
4.500,3,400,2,2,Uberlândia,Nossa Senhora das Graças
1.700,3,130,1,1,Uberlândia,Tibery
4.000,5,320,2,4,Uberlândia,Brasil
3.500,1,160,3,2,Uberlândia,Nossa Senhora Aparecida
4.000,3,212,1,1,Uberlândia,Nossa Senhora Aparecida
3.500,3,165,3,2,Uberlândia,Centro
6.500,4,250,1,2,Uberlândia,Nossa Senhora Aparecida
4.200,3,216,4,3,Uberlândia,Saraiva
18.000,4,554,0,4,Uberlândia,Jardim Karaíba
5.000,3,380,3,1,Uberlândia,Brasil
6.000,4,297,4,2,Uberlândia,Saraiva
3.500,3,195,3,2,Uberlândia,Jardim Patrícia
1.350,3,90,3,2,Uberlândia,Brasil
3.000,3,90,2,2,Uberlândia,Bosque dos Buritis
1.800,3,180,4,2,Uberlândia,Nova Uberlândia
4.000,3,160,3,2,Uberlândia,Jardim Patrícia
3.500,2,140,2,1,Uberlândia,Saraiva
8.000,4,400,2,4,Uberlândia,Vigilato Pereira
13.000,4,423,3,4,Uberlândia,Morada da Colina
2.500,4,150,0,3,Uberlândia,Fundinho
2.200,3,120,2,2,Uberlândia,Tibery
3.100,3,218,2,3,Uberlândia,Tabajaras
1.200,2,60,0,1,Uberlândia,Centro
5.800,4,500,4,4,Uberlândia,Presidente Roosevelt
7.000,5,280,3,4,Uberlândia,Vigilato Pereira
1.900,2,100,2,1,Uberlândia,Nossa Senhora das Graças
2.000,3,103,0,1,Uberlândia,Fundinho
11.000,4,396,2,5,Uberlândia,Nova Uberlândia
20.000,5,350,3,5,Uberlândia,Gávea
2.800,5,200,2,3,Uberlândia,Martins
1.600,2,105,1,1,Uberlândia,Centro
2.100,2,80,2,1,Uberlândia,Jardim Colina
2.700,2,80,2,1,Uberlândia,Cidade Jardim
3.600,3,200,4,3,Uberlândia,Santa Mônica
10.000,3,275,4,4,Uberlândia,Morada da Colina
1.800,3,120,3,2,Uberlândia,Santa Mônica
2.200,2,90,4,2,Uberlândia,Tibery
4.000,3,320,3,2,Uberlândia,Osvaldo Rezende
4.200,3,180,1,2,Uberlândia,Osvaldo Rezende
6.000,4,270,4,3,Uberlândia,Jardim Karaíba
9.800,5,500,5,5,Uberlândia,Cidade Jardim
10.000,5,328,2,5,Uberlândia,Bosque dos Buritis
6.000,5,300,4,3,Uberlândia,Martins
4.800,3,250,3,3,Uberlândia,Jardim Inconfidência
5.500,3,200,2,3,Uberlândia,Nova Uberlândia
10.000,5,650,5,4,Uberlândia,Umuarama
4.900,3,233,4,3,Uberlândia,Cidade Jardim
12.000,4,400,3,4,Uberlândia,Cidade Jardim
3.500,3,230,2,3,Uberlândia,Cidade Jardim
9.000,5,213,2,3,Uberlândia,Tabajaras
4.000,3,200,5,3,Uberlândia,Tubalina
4.000,3,219,3,3,Uberlândia,Segismundo Pereira
8.500,3,200,3,4,Uberlândia,Grand Ville
8.500,4,350,4,4,Uberlândia,Vigilato Pereira
4.500,3,196,4,2,Uberlândia,Cidade Jardim
1.450,3,250,1,1,Uberlândia,Brasil
3.200,4,270,3,1,Uberlândia,Centro
5.000,5,347,0,5,Uberlândia,Nossa Senhora Aparecida
3.700,5,200,5,3,Uberlândia,Saraiva
6.000,3,200,2,2,Uberlândia,Umuarama
3.700,3,260,2,3,Uberlândia,Santa Mônica
1.400,4,100,1,2,Uberlândia,Lídice
5.000,3,195,3,3,Uberlândia,Jardim Patrícia
3.700,3,330,2,1,Uberlândia,Vigilato Pereira
3.000,3,220,3,2,Uberlândia,Jardim Patrícia
14.000,4,410,2,5,Uberlândia,Nova Uberlândia
6.000,3,427,5,1,Uberlândia,Jardim Inconfidência
5.500,3,200,2,2,Uberlândia,Santa Mônica
4.500,5,270,2,2,Uberlândia,Vigilato Pereira
2.300,4,89,2,2,Uberlândia,Segismundo Pereira
3.800,4,450,4,1,Uberlândia,Jardim Inconfidência
5.500,3,290,2,5,Uberlândia,Cidade Jardim
10.000,4,450,5,3,Uberlândia,Tibery
6.000,4,260,3,4,Uberlândia,Presidente Roosevelt
12.000,4,200,0,4,Uberlândia,Osvaldo Rezende
3.000,4,133,1,1,Uberlândia,Martins
4.800,3,160,2,3,Uberlândia,Cidade Jardim
3.300,3,190,2,4,Uberlândia,Santa Rosa
3.600,5,283,5,4,Uberlândia,Cidade Jardim
1.500,3,120,1,2,Uberlândia,Osvaldo Rezende
2.500,4,118,2,3,Uberlândia,Martins
8.000,3,400,5,2,Uberlândia,Fundinho
1.300,3,110,1,2,Uberlândia,Osvaldo Rezende
3.300,3,200,3,3,Uberlândia,Santa Luzia
12.000,3,299,0,1,Uberlândia,Nossa Senhora Aparecida
1.800,2,80,1,2,Uberlândia,Martins
2.500,3,110,1,2,Uberlândia,Santa Mônica
2.800,3,150,3,2,Uberlândia,Brasil
3.200,3,200,2,3,Uberlândia,Jardim Europa
3.700,3,200,5,1,Uberlândia,Santa Mônica
2.500,2,600,5,2,Uberlândia,Martins
15.000,4,480,5,2,Uberlândia,Cidade Jardim
3.800,4,200,3,3,Uberlândia,Nossa Senhora Aparecida
10.500,3,312,0,2,Uberlândia,Jardim Karaíba
6.800,4,450,4,2,Uberlândia,Cazeca
6.500,4,400,4,4,Uberlândia,Tabajaras
2.980,3,150,4,2,Uberlândia,Martins
7.000,5,300,5,5,Uberlândia,Saraiva
11.000,4,367,4,5,Uberlândia,Jardim Karaíba
4.500,3,360,2,3,Uberlândia,Cidade Jardim
10.000,5,450,2,4,Uberlândia,Morada da Colina
5.500,3,260,2,4,Uberlândia,Cidade Jardim
7.000,4,255,5,2,Uberlândia,Fundinho
4.000,4,350,3,1,Uberlândia,Fundinho
1.700,2,120,2,1,Uberlândia,Nossa Senhora Aparecida
1.700,4,100,1,2,Uberlândia,Nossa Senhora Aparecida
4.000,4,229,2,2,Uberlândia,Santa Luzia
2.350,3,190,2,1,Uberlândia,Nossa Senhora Aparecida
10.000,5,261,3,3,Uberlândia,Santa Mônica
4.300,3,200,3,2,Uberlândia,Custódio Pereira
12.000,3,300,3,5,Uberlândia,Nova Uberlândia
4.000,3,308,2,3,Uberlândia,Osvaldo Rezende
9.000,3,300,2,4,Uberlândia,Morada da Colina
4.800,4,240,2,2,Uberlândia,Presidente Roosevelt
16.000,4,400,4,5,Uberlândia,Morada da Colina
5.000,3,300,4,3,Uberlândia,Osvaldo Rezende
3.300,3,210,5,3,Uberlândia,Santa Mônica
1.300,3,136,0,2,Uberlândia,Brasil
2.350,3,190,2,1,Uberlândia,Santa Mônica
2.300,4,108,1,1,Uberlândia,Fundinho
5.000,1,402,3,1,Uberlândia,Umuarama
30.000,4,500,4,1,Uberlândia,Morada da Colina
1.500,3,80,2,1,Uberlândia,Centro
7.000,3,280,4,4,Uberlândia,Cidade Jardim
5.500,3,300,4,1,Uberlândia,Cidade Jardim
3.500,3,198,2,3,Uberlândia,Bosque dos Buritis
20.000,4,600,4,3,Uberlândia,Morada da Colina
6.000,3,170,3,2,Uberlândia,Brasil
2.900,5,45,3,2,Uberlândia,Lídice
12.000,2,260,3,5,Uberlândia,Gávea
3.500,4,171,3,2,Uberlândia,Centro
2.300,4,100,4,2,Uberlândia,São Jorge
7.500,4,240,2,4,Uberlândia,Bosque dos Buritis
14.000,3,230,2,5,Uberlândia,Granja Marileusa
6.000,3,390,3,3,Uberlândia,Cidade Jardim
13.000,3,240,3,4,Uberlândia,Jardim Botânico
4.700,4,234,3,2,Uberlândia,Fundinho
4.700,4,234,3,2,Uberlândia,Fundinho
3.300,3,170,2,2,Uberlândia,Santa Mônica
5.500,5,455,2,5,Uberlândia,Santa Mônica
4.000,3,239,3,2,Uberlândia,Alto Umuarama
3.300,4,270,2,3,Uberlândia,Cidade Jardim
3.400,3,170,2,2,Uberlândia,Jardim Patrícia
5.000,4,220,5,3,Uberlândia,Jardim Inconfidência
9.000,3,350,2,5,Uberlândia,Bom Jesus
10.000,5,600,5,5,Uberlândia,Tocantins
3.500,3,210,2,3,Uberlândia,Custódio Pereira
3.200,4,289,5,3,Uberlândia,Saraiva
12.000,3,600,5,5,Uberlândia,Morada da Colina
5.800,4,300,4,5,Uberlândia,Morada da Colina
8.500,4,365,4,5,Uberlândia,Jardim Colina
9.000,5,900,5,5,Uberlândia,Mansões Aeroporto
2.900,3,170,4,2,Uberlândia,Presidente Roosevelt
6.500,5,175,0,5,Uberlândia,Tabajaras
15.000,4,458,5,4,Uberlândia,Jardim Karaíba
10.000,4,401,4,1,Uberlândia,Jardim Inconfidência
6.500,5,320,2,2,Uberlândia,Osvaldo Rezende
10.000,4,350,4,4,Uberlândia,Nova Uberlândia
5.500,4,261,2,5,Uberlândia,Osvaldo Rezende
4.500,4,147,5,3,Uberlândia,Santa Mônica
4.200,3,220,5,3,Uberlândia,Jardim Colina
1.850,2,90,1,2,Uberlândia,Saraiva
3.500,3,95,2,2,Uberlândia,Morada da Colina
2.000,3,200,5,2,Uberlândia,Brasil
5.500,3,200,3,2,Uberlândia,Luizote de Freitas
15.000,1,370,5,2,Uberlândia,Vigilato Pereira
9.000,4,500,4,5,Uberlândia,Cidade Jardim
3.500,4,140,2,1,Uberlândia,Martins
7.100,2,380,5,3,Uberlândia,Vigilato Pereira
7.000,4,200,2,2,Uberlândia,Santa Mônica
7.500,3,200,3,4,Uberlândia,Grand Ville
15.000,3,270,2,4,Uberlândia,Nova Uberlândia
14.000,5,570,5,1,Uberlândia,Tocantins
4.800,3,235,4,2,Uberlândia,Brasil
14.000,4,500,4,5,Uberlândia,Jardim Karaíba
6.500,5,96,4,5,Uberlândia,Presidente Roosevelt
4.300,5,360,4,2,Uberlândia,Tabajaras
7.800,4,482,5,3,Uberlândia,Lídice
4.500,4,283,3,3,Uberlândia,Fundinho
1.700,3,100,0,1,Uberlândia,Santa Mônica
6.500,3,215,1,3,Uberlândia,Jardim Colina
4.500,3,286,4,1,Uberlândia,Brasil
15.000,4,581,4,5,Uberlândia,Cidade Jardim
2.500,3,154,4,2,Uberlândia,Presidente Roosevelt
5.400,3,250,5,4,Uberlândia,Jardim Inconfidência
1.200,2,60,1,1,Uberlândia,Daniel Fonseca
3.400,3,140,1,1,Uberlândia,Santa Mônica
12.000,4,320,4,5,Uberlândia,Jardim Karaíba
2.800,3,140,4,2,Uberlândia,Brasil
3.800,3,280,2,2,Uberlândia,Bom Jesus
4.000,4,292,4,4,Uberlândia,Umuarama
12.000,4,380,5,5,Uberlândia,Nova Uberlândia
3.000,2,100,2,3,Uberlândia,Marta Helena
7.500,3,270,5,5,Uberlândia,Santa Mônica
7.500,3,325,4,4,Uberlândia,Morada da Colina
9.800,3,290,2,4,Uberlândia,Bosque dos Buritis
1.350,3,80,3,1,Uberlândia,Custódio Pereira
1.200,2,68,2,1,Uberlândia,Taiaman
1.200,3,70,2,1,Uberlândia,Pacaembu
2.800,3,200,3,2,Uberlândia,Brasil
1.800,3,70,1,1,Uberlândia,Saraiva
800,3,60,3,1,Uberlândia,Jardim das Palmeiras
1.200,2,90,0,2,Uberlândia,Tibery
1.500,3,96,2,1,Uberlândia,Osvaldo Rezende
1.600,3,130,2,2,Uberlândia,Martins
1.250,1,,0,1,Uberlândia,Vila Satélite
7.800,4,10,5,3,Uberlândia,Lídice
15.000,4,10,5,5,Uberlândia,Nova Uberlândia
12.000,4,10,4,4,Uberlândia,Morada da Colina
6.000,2,163,3,1,Uberlândia,Vigilato Pereira
18.000,3,10,5,5,Uberlândia,Cidade Jardim
5.500,4,10,4,1,Uberlândia,Tabajaras
7.500,3,10,4,4,Uberlândia,Morada da Colina
4.000,3,105,2,3,Uberlândia,Pampulha
25.000,4,10,5,5,Uberlândia,Morada da Colina
14.000,5,10,5,5,Uberlândia,Morada da Colina
5.800,4,260,4,5,Uberlândia,Morada da Colina
7.700,3,262,4,3,Uberlândia,Jardim Karaíba
2.800,3,289,4,3,Uberlândia,Brasil
800,2,70,2,1,Uberlândia,Luizote de Freitas
27.000,5,1000,5,5,Uberlândia,Cidade Jardim
550,1,30,0,1,Uberlândia,Santa Mônica
15.000,4,581,4,5,Uberlândia,Cidade Jardim
4.000,5,270,2,3,Uberlândia,Jaraguá
5.500,4,202,2,4,Uberlândia,Tabajaras
3.500,1,110,2,1,Uberlândia,Centro
27.000,5,1000,5,5,Uberlândia,Cidade Jardim
10.500,3,360,2,4,Uberlândia,Jardim Botânico
7.500,4,270,2,5,Uberlândia,Jardim das Palmeiras
11.000,4,380,3,5,Uberlândia,Nova Uberlândia
11.000,4,380,3,5,Uberlândia,Nova Uberlândia
27.000,5,1000,5,3,Uberlândia,Cidade Jardim
5.800,3,170,4,3,Uberlândia,Cidade Jardim
4.900,3,233,4,3,Uberlândia,Cidade Jardim
1.800,3,163,3,2,Uberlândia,Daniel Fonseca
1.800,3,110,2,2,Uberlândia,Martins
3.500,3,230,2,2,Uberlândia,Nossa Senhora Aparecida
3.300,3,270,2,3,Uberlândia,Cidade Jardim
14.000,3,232,2,4,Uberlândia,Granja Marileusa
6.000,4,370,4,4,Uberlândia,Lídice
5.000,5,190,1,5,Uberlândia,Luizote de Freitas
2.500,3,143,3,2,Uberlândia,Umuarama
790,2,42,1,1,Uberlândia,Tibery
1.200,3,100,1,1,Uberlândia,Bom Jesus
3.000,3,142,2,2,Uberlândia,Santa Mônica
5.500,3,452,4,5,Uberlândia,Cidade Jardim
7.000,3,452,4,5,Uberlândia,Cidade Jardim
9.000,3,197,2,5,Uberlândia,Jardim Botânico
20.000,5,370,5,5,Uberlândia,Osvaldo Rezende
15.000,4,410,5,5,Uberlândia,Nova Uberlândia
2.500,3,154,4,2,Uberlândia,Presidente Roosevelt
2.900,3,181,3,3,Uberlândia,Brasil
900,2,70,1,1,Uberlândia,Nossa Senhora Aparecida
950,2,60,0,1,Uberlândia,Martins
2.000,2,130,2,1,Uberlândia,Nossa Senhora Aparecida
12.000,1,299,0,2,Uberlândia,Nossa Senhora Aparecida
1.850,2,90,1,2,Uberlândia,Saraiva
3.400,3,150,3,2,Uberlândia,Segismundo Pereira
2.500,3,160,1,3,Uberlândia,Taiaman
2.100,2,116,2,1,Uberlândia,Lídice
1.500,3,190,0,1,Uberlândia,Luizote de Freitas
3.500,3,150,1,4,Uberlândia,Lídice
15.000,3,270,4,4,Uberlândia,Jardim Sul
2.800,3,170,4,3,Uberlândia,Granada
8.500,3,245,3,4,Uberlândia,Jardim Inconfidência
3.800,3,180,2,2,Uberlândia,Patrimônio
5.500,3,452,4,5,Uberlândia,Cidade Jardim
9.000,3,197,2,5,Uberlândia,Jardim Botânico
4.500,3,300,3,3,Uberlândia,Segismundo Pereira
7.000,4,200,3,4,Uberlândia,Umuarama
1.800,1,91,1,1,Uberlândia,Jardim Brasília
1.000,2,75,1,1,Uberlândia,Martins
930,3,60,0,1,Uberlândia,Marta Helena
3.500,3,130,2,3,Uberlândia,Osvaldo Rezende
6.500,4,279,4,2,Uberlândia,Jardim Karaíba
1.900,3,150,1,3,Uberlândia,Osvaldo Rezende
5.500,4,452,3,4,Uberlândia,Cidade Jardim
10.000,4,350,2,1,Uberlândia,Nova Uberlândia
